meta_id,question_id,estimate_id,estimate,std.error,z_stat,dv,iv,n,overall_effect,question,sample,sample_size,study_id,study_journal,study_year,subfield,subset 
TriWen2020,"TriWen2020; Rough terrain (mountainous) (log); Onset Quantitative, ≥ 1000 fatalities per year",6176,0.244,0.187,1.3048128342245988,"Onset Quantitative, ≥ 1000 fatalities per year",Rough terrain (mountainous) (log),39,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Rough terrain (mountainous) (log); Onset Quantitative, ≥ 1000 fatalities per year",6177,0.187,0.199,0.9396984924623115,"Onset Quantitative, ≥ 1000 fatalities per year",Rough terrain (mountainous) (log),39,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Rough terrain (mountainous) (log); Onset Quantitative, ≥ 1000 fatalities per year",6178,0.249,0.185,1.345945945945946,"Onset Quantitative, ≥ 1000 fatalities per year",Rough terrain (mountainous) (log),39,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6179,2.018,0.438,4.607305936073059,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6180,2.072,0.441,4.698412698412699,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6181,2.075,0.442,4.6945701357466065,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6182,2.058,0.44,4.677272727272727,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6183,2.24,0.549,4.080145719489982,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6184,2.368,0.558,4.243727598566307,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6185,2.341,0.561,4.172905525846702,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; New state (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6186,2.058,0.44,4.677272727272727,"Onset Quantitative, ≥ 1000 fatalities per year",New state (dummy),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6187,0.372,0.351,1.0598290598290598,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6188,0.438,0.353,1.2407932011331446,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6189,0.437,0.353,1.2379603399433428,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6190,0.473,0.357,1.3249299719887955,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6191,0.35,0.455,0.7692307692307692,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6192,0.488,0.462,1.0562770562770563,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6193,0.506,0.462,1.0952380952380951,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime change (Fearon/Laitin) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6194,0.473,0.357,1.3249299719887955,"Onset Quantitative, ≥ 1000 fatalities per year",Regime change (Fearon/Laitin) (dummy),51,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6195,0.056,0.024,2.3333333333333335,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6196,0.063,0.024,2.625,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6197,0.063,0.024,2.625,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6198,0.055,0.024,2.2916666666666665,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6199,0.056,0.03,1.8666666666666667,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6200,0.066,0.031,2.1290322580645165,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6201,0.067,0.031,2.1612903225806455,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Regime level (Polity); Onset Quantitative, ≥ 1000 fatalities per year",6202,0.055,0.024,2.2916666666666665,"Onset Quantitative, ≥ 1000 fatalities per year",Regime level (Polity),33,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6203,1.331,0.357,3.7282913165266107,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6204,1.321,0.354,3.731638418079096,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6205,1.319,0.355,3.715492957746479,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6206,1.405,0.347,4.048991354466859,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6207,1.475,0.441,3.344671201814059,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6208,1.43,0.444,3.2207207207207205,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6209,1.34,0.443,3.0248306997742667,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Hydrocarbons export (oil) (dummy); Onset Quantitative, ≥ 1000 fatalities per year",6210,1.405,0.347,4.048991354466859,"Onset Quantitative, ≥ 1000 fatalities per year",Hydrocarbons export (oil) (dummy),45,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6211,-0.305,0.082,-3.719512195,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6212,-0.336,0.084,-4,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6213,-0.336,0.084,-4,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6214,-0.316,0.082,-3.853658537,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6215,-0.216,0.088,-2.454545455,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6216,-0.255,0.091,-2.802197802,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6217,-0.252,0.091,-2.769230769,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; GDP (pc); Onset Quantitative, ≥ 1000 fatalities per year",6218,-0.227,0.088,-2.579545455,"Onset Quantitative, ≥ 1000 fatalities per year",GDP (pc),50,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E. and Girardin, L. 2007",American Political Science Review,2007,International Relations,NA
TriWen2020,"TriWen2020; Simultaneous conflict (other conflict in same country) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6219,0.388,0.288,1.3472222222222223,"Onset Quantitative, ≥ 25 fatalities per year",Simultaneous conflict (other conflict in same country) (dummy),26,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Simultaneous conflict (other conflict in same country) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6220,0.39,0.286,1.3636363636363638,"Onset Quantitative, ≥ 25 fatalities per year",Simultaneous conflict (other conflict in same country) (dummy),26,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Simultaneous conflict (other conflict in same country) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6221,0.396,0.287,1.3797909407665507,"Onset Quantitative, ≥ 25 fatalities per year",Simultaneous conflict (other conflict in same country) (dummy),26,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Simultaneous conflict (other conflict in same country) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6222,0.442,0.286,1.5454545454545456,"Onset Quantitative, ≥ 25 fatalities per year",Simultaneous conflict (other conflict in same country) (dummy),26,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Population size (log); Onset Quantitative, ≥ 25 fatalities per year",6223,0.083,0.09,0.9222222222222223,"Onset Quantitative, ≥ 25 fatalities per year",Population size (log),136,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Population size (log); Onset Quantitative, ≥ 25 fatalities per year",6224,0.087,0.089,0.9775280898876404,"Onset Quantitative, ≥ 25 fatalities per year",Population size (log),136,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Population size (log); Onset Quantitative, ≥ 25 fatalities per year",6225,0.099,0.094,1.0531914893617023,"Onset Quantitative, ≥ 25 fatalities per year",Population size (log),136,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Population size (log); Onset Quantitative, ≥ 25 fatalities per year",6226,0.12,0.096,1.25,"Onset Quantitative, ≥ 25 fatalities per year",Population size (log),136,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (discrimination: political) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6227,2.001,0.505,3.9623762376237623,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (discrimination: political) (dummy),8,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (discrimination: political) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6228,1.991,0.508,3.9192913385826773,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (discrimination: political) (dummy),8,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (discrimination: political) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6229,1.932,0.519,3.7225433526011558,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (discrimination: political) (dummy),8,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (discrimination: political) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6230,1.927,0.516,3.7344961240310077,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (discrimination: political) (dummy),8,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (relative size); Onset Quantitative, ≥ 25 fatalities per year",6231,1.389,0.315,4.40952381,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (relative size),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (relative size); Onset Quantitative, ≥ 25 fatalities per year",6232,1.381,0.313,4.412140575079873,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (relative size),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (relative size); Onset Quantitative, ≥ 25 fatalities per year",6233,1.271,0.335,3.794029850746268,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (relative size),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (relative size); Onset Quantitative, ≥ 25 fatalities per year",6234,1.262,0.34,3.7117647058823526,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (relative size),38,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy lost) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6235,1.576,0.294,5.3605442176870755,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy lost) (dummy),6,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy lost) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6236,1.577,0.294,5.363945578231292,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy lost) (dummy),6,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy lost) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6237,1.576,0.295,5.342372881355932,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy lost) (dummy),6,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy lost) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6238,1.559,0.292,5.339041095890411,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy lost) (dummy),6,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6239,1.184,0.576,2.055555555555556,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy) (dummy),10,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6240,1.202,0.574,2.0940766550522647,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy) (dummy),10,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6241,1.125,0.584,1.9263698630136987,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy) (dummy),10,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with autonomy) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6242,1.165,0.581,2.005163511187608,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with autonomy) (dummy),10,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with transborder ethnic affinities) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6243,0.101,0.193,0.5233160621761658,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with transborder ethnic affinities) (dummy),17,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with transborder ethnic affinities) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6244,-0.018,0.209,-0.086124402,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with transborder ethnic affinities) (dummy),17,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Ethnic group (with transborder ethnic affinities) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6245,-0.412,0.244,-1.68852459,"Onset Quantitative, ≥ 25 fatalities per year",Ethnic group (with transborder ethnic affinities) (dummy),17,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Political discrimination (other) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6246,1.425,0.529,2.6937618147448013,"Onset Quantitative, ≥ 25 fatalities per year",Political discrimination (other) (dummy),5,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Political discrimination (other) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6247,1.424,0.531,2.6817325800376643,"Onset Quantitative, ≥ 25 fatalities per year",Political discrimination (other) (dummy),5,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Political discrimination (other) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6248,1.353,0.543,2.4917127071823204,"Onset Quantitative, ≥ 25 fatalities per year",Political discrimination (other) (dummy),5,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
TriWen2020,"TriWen2020; Political discrimination (other) (dummy); Onset Quantitative, ≥ 25 fatalities per year",6249,1.368,0.54,2.533333333333333,"Onset Quantitative, ≥ 25 fatalities per year",Political discrimination (other) (dummy),5,no,Causes of violent instrastate conflict,Briggs,NA,"Cederman, L.-E., Gleditsch, K.S., Salehyan, I. and Wucherpfennig, J. 2013",International Organization,2013,International Relations,NA
